5.5277e+01 -7.9572e+00 1.0546e-01 -5.6936e+00 -3.8063e+00 -7.8395e-01 6.5339e+00 -1.2781e+00 4.0950e-02 -8.6726e+00 -9.7197e-01 4.3887e+00 -5.5147e+00 2.1265e-01 -2.8500e+00 4.1064e-01 2.1165e+01 -7.9859e-01 -2.7989e+00 1.2803e+00 -4.9877e+00 -1.5521e-01 -9.3560e+00 -1.5279e+00 2.1463e+01 -8.2578e-01 -6.4272e+00 -1.0885e+00 -7.3812e-01 2.1540e+01 2.4416e+01 -9.4556e-02 -1.6460e-01 -4.6992e+00 -1.9370e+00 -1.2320e+01 -1.3644e+00 -2.0365e+00 -9.8266e-01 2.1435e-02 2.0497e+00 2.4333e+00 -9.7631e-01 -1.0937e-01 6.1344e-01 -3.7266e-01 -2.1617e-01 5.0633e-02 -3.0010e-01 -8.7992e-02 -3.1382e-02 7.4090e-02
-7.9572e+00 4.8986e+01 -2.1847e+01 2.2060e+01 9.5338e+00 -9.7065e-01 -8.6471e-01 -1.0221e+01 3.3886e+00 -1.6542e+00 2.7490e+00 -1.8510e+01 1.5693e+01 9.0013e-02 -9.6238e-01 -6.9363e-01 1.1194e-01 -5.7816e-01 2.6798e-02 -5.2867e-02 -2.4427e-01 -8.4173e-02 -4.7748e-01 1.6860e+00 9.4920e-02 -1.9446e+00 -2.3194e+00 -4.5919e-01 1.6646e-01 5.5754e-01 -1.6883e+00 1.7069e-02 -2.5425e-01 3.9406e-01 -9.7846e-02 1.0105e-01 -3.0832e+00 -1.4280e+00 2.3873e-03 1.3085e-02 6.9007e-01 -5.6066e-01 3.5341e-02 -2.1086e-02 1.9448e-01 -1.4291e-01 -4.9278e-01 -1.1362e-01 7.6386e-02 -2.1080e-01 1.9609e+00 -2.3864e+00
1.0546e-01 -2.1847e+01 8.1556e+01 -3.3809e+01 -1.4108e+01 -1.0147e+01 -1.5643e+01 1.1729e+00 -2.8775e+00 1.6671e+01 -6.0080e+00 3.3878e+01 -2.9840e+01 -1.7338e-02 -7.7787e-03 6.2621e-02 -7.7475e+00 -6.4738e-01 5.7056e+00 -7.5808e-01 9.9818e+00 -3.0122e+00 -2.3079e+00 2.8640e-01 -6.0851e+00 3.2287e+00 8.0627e+00 -1.8382e+00 2.9010e-01 -6.1968e+00 2.5532e+00 -4.0531e-01 1.2136e-01 4.4150e+00 -9.8511e-02 6.4005e+00 3.7913e+00 4.4204e+00 4.1123e-01 -2.1338e-01 8.1202e-03 -1.1136e+00 3.9848e-01 1.7612e-02 6.9027e-02 -7.9206e-02 2.2538e-01 1.8222e+00 1.0123e+00 -3.0415e-01 5.9510e+00 4.5840e+00
-5.6936e+00 2.2060e+01 -3.3809e+01 4.9820e+01 1.5784e+01 -1.9245e+00 -4.9136e-01 -7.0179e+00 9.0350e-01 -1.0565e+00 2.5102e+00 -3.4316e+01 2.4731e+01 5.8808e-02 -9.9917e-01 -1.7612e-01 -2.8141e-01 -4.7952e-01 3.9944e-01 1.9961e-02 7.0513e-02 -2.7829e-01 -1.4709e+00 2.2133e+00 1.1227e-01 -2.7676e+00 -4.6249e+00 -1.8156e-01 -7.9320e-02 7.9181e-01 -2.9632e-01 3.6937e-01 -1.5738e-01 1.7015e-01 -1.5699e-02 2.7526e-01 -5.0107e+00 -1.1948e+00 -2.2494e-01 -1.8175e-01 7.6229e-02 -4.8955e-02 1.4040e-01 -8.7810e-03 -4.9767e-01 -7.4443e-02 -1.9945e-01 -8.8059e-01 -4.2778e-02 -5.5186e-02 7.2305e+00 -9.5217e+00
-3.8063e+00 9.5338e+00 -1.4108e+01 1.5784e+01 3.0897e+01 -1.1948e+00 -1.7690e+00 -3.9147e+00 4.5288e-01 -7.8602e-01 -2.0297e+00 -1.2120e+01 1.2113e+01 1.4478e-01 -4.4380e-01 -1.6531e+00 6.7315e-02 -1.1368e-01 7.9627e-01 -1.8516e-01 1.5924e-01 -3.9253e-01 -4.9771e-01 9.6549e-01 -1.3900e-01 -1.3790e+00 -5.5576e-01 7.7255e-02 -1.4518e+00 -2.6702e-01 -1.6510e+00 3.0601e-01 -1.0300e-02 7.2726e-01 -2.0555e-01 4.0711e-01 -2.1022e+00 -7.3872e-01 8.8275e-03 1.8589e-02 1.8618e+00 -5.2976e-02 6.9997e-02 2.1022e-02 -4.7220e-01 -7.1302e-02 1.7141e-02 -8.1663e-01 1.8484e-02 1.8281e-01 -3.7513e-01 5.3138e-01
-7.8395e-01 -9.7065e-01 -1.0147e+01 -1.9245e+00 -1.1948e+00 8.9741e+01 -1.1664e+01 1.1199e+01 3.7911e+01 -2.3122e+01 1.0027e+01 -9.8531e+00 1.0741e+01 -4.6713e-01 -6.0545e-01 -3.2941e-01 -2.6894e+00 7.3832e-01 -3.3922e+00 -6.5507e+00 3.1679e-01 1.3438e+01 3.3007e-01 -1.5853e+00 2.9954e-01 4.7965e+00 -3.7587e+01 -8.3053e+00 -1.2492e+00 2.1629e+00 -6.0600e+00 2.4410e-01 2.4914e-01 -7.8085e+00 1.2507e-01 1.6430e+01 -5.9197e+00 2.6761e-01 1.2630e+00 2.9501e+00 5.3449e-01 4.0452e-01 -3.2020e-01 1.0311e-01 6.0500e-01 6.1491e-01 -6.4411e-01 -3.2239e+00 6.3476e-01 -2.1719e-02 7.1014e-02 -1.2546e-01
6.5339e+00 -8.6471e-01 -1.5643e+01 -4.9136e-01 -1.7690e+00 -1.1664e+01 1.1053e+02 -2.2098e+00 -2.4719e+01 -5.9782e+00 -7.7182e+00 -1.6142e+00 1.7548e+00 -2.6193e-01 5.6447e-02 9.0845e-02 -1.5826e+00 -6.6433e-01 -5.5709e+00 5.8277e+00 -1.0186e+01 -4.2013e+00 5.8834e+00 -3.6767e+00 2.2402e+00 -1.5286e+00 1.8633e+01 7.1543e+00 -6.3651e-01 -2.5342e+00 -6.4954e+00 -1.0645e-01 4.5104e-01 1.9944e+00 1.3907e+00 1.2506e+01 -1.4951e+00 -2.2387e+00 4.3789e+00 5.4128e-01 -2.0553e+00 2.5520e+00 -1.4492e-01 4.3412e-01 -5.7945e-01 -9.7692e-01 7.2279e-01 -1.2703e+00 9.0344e-01 -8.0626e-02 -5.8578e-02 -2.7159e-02
-1.2781e+00 -1.0221e+01 1.1729e+00 -7.0179e+00 -3.9147e+00 1.1199e+01 -2.2098e+00 8.6372e+01 1.1134e+01 -1.9101e+01 -1.5319e+01 -2.4139e+00 6.3845e-01 -3.2869e-01 -2.5211e-01 -4.4562e-01 3.0176e+00 9.4479e-01 -4.0652e+00 -4.4973e+00 9.3482e-01 -5.7748e+00 -7.1835e-01 -1.0924e+00 1.1288e-01 -1.8675e+00 -1.7266e+00 -1.0256e+01 -7.2701e-01 -1.5295e-01 -1.0826e+01 -4.5887e-01 -2.2698e-01 -8.8216e+00 -2.2625e-01 1.4079e+01 1.5393e+01 2.3878e+00 -1.2557e+00 -1.8933e+00 -1.8757e-01 7.9842e-01 -8.2189e-02 1.7324e-01 6.5366e-01 1.2528e+00 -3.2617e-01 -8.2402e-01 -7.7045e-02 2.7448e-01 -3.8271e-01 -4.7769e-01
4.0950e-02 3.3886e+00 -2.8775e+00 9.0350e-01 4.5288e-01 3.7911e+01 -2.4719e+01 1.1134e+01 9.1254e+01 -3.4425e+01 3.0190e+00 -2.8619e+01 2.9618e+01 1.6969e-01 9.9363e-01 6.4466e-01 1.2400e+00 3.4918e-01 -5.5717e+00 -8.3187e+00 -2.3134e-01 7.4064e+00 -1.1286e+00 -2.3397e+00 -6.9574e-01 -5.9441e-01 -4.6433e+01 -1.1896e+01 1.1974e+00 -5.2513e-01 3.4479e+01 -1.3271e-02 3.8411e-01 -1.2545e+01 -1.6670e-01 7.4431e+00 -9.9297e+00 -1.1152e+00 -2.1557e-01 1.4076e+00 -6.4849e-01 1.7790e-01 1.9924e-01 1.0661e-01 -6.8271e-01 7.0465e-01 -9.9196e-01 -3.8294e+00 3.1390e-01 1.1716e-01 2.1095e-03 -1.5609e-01
-8.6726e+00 -1.6542e+00 1.6671e+01 -1.0565e+00 -7.8602e-01 -2.3122e+01 -5.9782e+00 -1.9101e+01 -3.4425e+01 8.7890e+01 -2.2765e+00 3.8046e+00 -6.0705e+00 -7.8595e-02 -5.4138e+00 -4.9826e-01 -1.3478e+01 -1.0534e+00 1.1045e+01 6.2334e+00 9.2777e+00 -3.9028e+00 -5.4033e+00 -2.5119e+00 -9.7209e+00 -1.9076e-01 2.1155e+01 1.4894e+01 -1.9532e+00 -1.0261e+01 -2.3965e+01 2.8295e-01 -4.6079e-01 2.0179e+01 -8.9215e-01 -6.8836e+00 6.9243e-01 1.1351e+00 -8.7473e-01 -7.1647e-01 -2.6257e-01 -8.1079e-01 -1.1372e-01 1.8439e-01 2.2358e-01 -1.1025e+00 6.0609e-01 1.4614e+00 7.4412e-01 -7.6477e-02 7.5830e-02 -1.8804e-01
